[VENDIDO]   2025-04-03 19:50:22 - [ID=1] Sedan Tradicional Verde | Estação: 3 | Funcionário: 115 | Posição Esteira: 30 | Loja: 2 | Posição Esteira Loja: 12
[VENDIDO]   2025-04-03 19:50:26 - [ID=292] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 105 | Posição Esteira: 9 | Loja: 1 | Posição Esteira Loja: 34
[VENDIDO]   2025-04-03 19:50:26 - [ID=293] Sedan Tradicional Verde | Estação: 1 | Funcionário: 109 | Posição Esteira: 25 | Loja: 2 | Posição Esteira Loja: 0
[VENDIDO]   2025-04-03 19:50:26 - [ID=294] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 109 | Posição Esteira: 14 | Loja: 3 | Posição Esteira Loja: 6
[VENDIDO]   2025-04-03 19:50:26 - [ID=295] Sedan Tradicional Azul | Estação: 4 | Funcionário: 114 | Posição Esteira: 19 | Loja: 3 | Posição Esteira Loja: 35
[VENDIDO]   2025-04-03 19:50:26 - [ID=296] Utilitário Esportivo Vermelho | Estação: 4 | Funcionário: 112 | Posição Esteira: 4 | Loja: 2 | Posição Esteira Loja: 7
[VENDIDO]   2025-04-03 19:50:26 - [ID=297] Sedan Tradicional Azul | Estação: 2 | Funcionário: 103 | Posição Esteira: 8 | Loja: 1 | Posição Esteira Loja: 10
[VENDIDO]   2025-04-03 19:50:26 - [ID=298] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 109 | Posição Esteira: 7 | Loja: 1 | Posição Esteira Loja: 32
[VENDIDO]   2025-04-03 19:50:26 - [ID=299] Sedan Tradicional Azul | Estação: 4 | Funcionário: 120 | Posição Esteira: 37 | Loja: 1 | Posição Esteira Loja: 20
[VENDIDO]   2025-04-03 19:50:26 - [ID=300] Sedan Tradicional Verde | Estação: 4 | Funcionário: 110 | Posição Esteira: 36 | Loja: 2 | Posição Esteira Loja: 14
[VENDIDO]   2025-04-03 19:50:26 - [ID=301] Utilitário Esportivo Verde | Estação: 4 | Funcionário: 120 | Posição Esteira: 39 | Loja: 1 | Posição Esteira Loja: 25
[VENDIDO]   2025-04-03 19:50:26 - [ID=302] Sedan Tradicional Vermelho | Estação: 4 | Funcionário: 118 | Posição Esteira: 26 | Loja: 3 | Posição Esteira Loja: 25
[VENDIDO]   2025-04-03 19:50:26 - [ID=303] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 113 | Posição Esteira: 2 | Loja: 3 | Posição Esteira Loja: 20
[VENDIDO]   2025-04-03 19:50:26 - [ID=304] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 106 | Posição Esteira: 16 | Loja: 3 | Posição Esteira Loja: 0
[VENDIDO]   2025-04-03 19:50:26 - [ID=305] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 110 | Posição Esteira: 24 | Loja: 2 | Posição Esteira Loja: 24
[VENDIDO]   2025-04-03 19:50:26 - [ID=306] Sedan Tradicional Azul | Estação: 4 | Funcionário: 112 | Posição Esteira: 28 | Loja: 3 | Posição Esteira Loja: 38
[VENDIDO]   2025-04-03 19:50:26 - [ID=307] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 107 | Posição Esteira: 23 | Loja: 2 | Posição Esteira Loja: 19
[VENDIDO]   2025-04-03 19:50:27 - [ID=308] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 113 | Posição Esteira: 11 | Loja: 1 | Posição Esteira Loja: 37
[VENDIDO]   2025-04-03 19:50:27 - [ID=309] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 114 | Posição Esteira: 16 | Loja: 1 | Posição Esteira Loja: 24
[VENDIDO]   2025-04-03 19:50:27 - [ID=310] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 120 | Posição Esteira: 15 | Loja: 3 | Posição Esteira Loja: 5
[VENDIDO]   2025-04-03 19:50:27 - [ID=311] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 116 | Posição Esteira: 0 | Loja: 2 | Posição Esteira Loja: 23
[VENDIDO]   2025-04-03 19:50:27 - [ID=312] Sedan Tradicional Azul | Estação: 2 | Funcionário: 103 | Posição Esteira: 7 | Loja: 2 | Posição Esteira Loja: 20
[VENDIDO]   2025-04-03 19:50:27 - [ID=313] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 118 | Posição Esteira: 18 | Loja: 3 | Posição Esteira Loja: 23
[VENDIDO]   2025-04-03 19:50:27 - [ID=314] Sedan Tradicional Azul | Estação: 2 | Funcionário: 102 | Posição Esteira: 9 | Loja: 1 | Posição Esteira Loja: 17
[VENDIDO]   2025-04-03 19:50:27 - [ID=315] Utilitário Esportivo Vermelho | Estação: 4 | Funcionário: 115 | Posição Esteira: 8 | Loja: 1 | Posição Esteira Loja: 1
[VENDIDO]   2025-04-03 19:50:27 - [ID=316] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 119 | Posição Esteira: 33 | Loja: 2 | Posição Esteira Loja: 12
[VENDIDO]   2025-04-03 19:50:27 - [ID=317] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 103 | Posição Esteira: 10 | Loja: 1 | Posição Esteira Loja: 38
[VENDIDO]   2025-04-03 19:50:27 - [ID=318] Utilitário Esportivo Verde | Estação: 4 | Funcionário: 103 | Posição Esteira: 12 | Loja: 2 | Posição Esteira Loja: 25
[VENDIDO]   2025-04-03 19:50:27 - [ID=319] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 117 | Posição Esteira: 26 | Loja: 3 | Posição Esteira Loja: 39
[VENDIDO]   2025-04-03 19:50:27 - [ID=320] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 113 | Posição Esteira: 8 | Loja: 1 | Posição Esteira Loja: 9
[VENDIDO]   2025-04-03 19:50:27 - [ID=321] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 114 | Posição Esteira: 15 | Loja: 3 | Posição Esteira Loja: 17
[VENDIDO]   2025-04-03 19:50:27 - [ID=322] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 112 | Posição Esteira: 25 | Loja: 2 | Posição Esteira Loja: 21
[VENDIDO]   2025-04-03 19:50:27 - [ID=323] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 108 | Posição Esteira: 9 | Loja: 3 | Posição Esteira Loja: 12
[VENDIDO]   2025-04-03 19:50:27 - [ID=324] Utilitário Esportivo Azul | Estação: 4 | Funcionário: 101 | Posição Esteira: 3 | Loja: 3 | Posição Esteira Loja: 36
[VENDIDO]   2025-04-03 19:50:27 - [ID=325] Sedan Tradicional Azul | Estação: 1 | Funcionário: 107 | Posição Esteira: 25 | Loja: 2 | Posição Esteira Loja: 23
[VENDIDO]   2025-04-03 19:50:27 - [ID=326] Sedan Tradicional Azul | Estação: 2 | Funcionário: 101 | Posição Esteira: 34 | Loja: 2 | Posição Esteira Loja: 13
[VENDIDO]   2025-04-03 19:50:27 - [ID=327] Sedan Tradicional Azul | Estação: 4 | Funcionário: 104 | Posição Esteira: 34 | Loja: 3 | Posição Esteira Loja: 34
[VENDIDO]   2025-04-03 19:50:27 - [ID=328] Utilitário Esportivo Verde | Estação: 4 | Funcionário: 113 | Posição Esteira: 22 | Loja: 1 | Posição Esteira Loja: 3
[VENDIDO]   2025-04-03 19:50:27 - [ID=329] Utilitário Esportivo Verde | Estação: 4 | Funcionário: 102 | Posição Esteira: 17 | Loja: 2 | Posição Esteira Loja: 26
[VENDIDO]   2025-04-03 19:50:27 - [ID=330] Utilitário Esportivo Azul | Estação: 4 | Funcionário: 116 | Posição Esteira: 20 | Loja: 3 | Posição Esteira Loja: 23
[VENDIDO]   2025-04-03 19:50:27 - [ID=331] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 107 | Posição Esteira: 33 | Loja: 2 | Posição Esteira Loja: 9
[VENDIDO]   2025-04-03 19:50:27 - [ID=332] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 104 | Posição Esteira: 24 | Loja: 3 | Posição Esteira Loja: 1
[VENDIDO]   2025-04-03 19:50:27 - [ID=333] Utilitário Esportivo Azul | Estação: 4 | Funcionário: 104 | Posição Esteira: 16 | Loja: 2 | Posição Esteira Loja: 9
[VENDIDO]   2025-04-03 19:50:27 - [ID=334] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 102 | Posição Esteira: 7 | Loja: 2 | Posição Esteira Loja: 13
[VENDIDO]   2025-04-03 19:50:27 - [ID=335] Utilitário Esportivo Vermelho | Estação: 4 | Funcionário: 115 | Posição Esteira: 33 | Loja: 2 | Posição Esteira Loja: 16
[VENDIDO]   2025-04-03 19:50:27 - [ID=336] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 107 | Posição Esteira: 12 | Loja: 1 | Posição Esteira Loja: 35
[VENDIDO]   2025-04-03 19:50:27 - [ID=337] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 115 | Posição Esteira: 31 | Loja: 2 | Posição Esteira Loja: 26
[VENDIDO]   2025-04-03 19:50:27 - [ID=338] Sedan Tradicional Verde | Estação: 4 | Funcionário: 110 | Posição Esteira: 35 | Loja: 3 | Posição Esteira Loja: 9
[VENDIDO]   2025-04-03 19:50:27 - [ID=339] Sedan Tradicional Verde | Estação: 4 | Funcionário: 103 | Posição Esteira: 22 | Loja: 1 | Posição Esteira Loja: 10
[VENDIDO]   2025-04-03 19:50:27 - [ID=340] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 113 | Posição Esteira: 26 | Loja: 1 | Posição Esteira Loja: 39
[VENDIDO]   2025-04-03 19:50:27 - [ID=341] Sedan Tradicional Azul | Estação: 1 | Funcionário: 110 | Posição Esteira: 37 | Loja: 2 | Posição Esteira Loja: 35
[VENDIDO]   2025-04-03 19:50:27 - [ID=342] Utilitário Esportivo Verde | Estação: 4 | Funcionário: 114 | Posição Esteira: 23 | Loja: 1 | Posição Esteira Loja: 30
[VENDIDO]   2025-04-03 19:50:27 - [ID=343] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 110 | Posição Esteira: 13 | Loja: 3 | Posição Esteira Loja: 12
[VENDIDO]   2025-04-03 19:50:27 - [ID=344] Sedan Tradicional Verde | Estação: 3 | Funcionário: 115 | Posição Esteira: 25 | Loja: 2 | Posição Esteira Loja: 17
[VENDIDO]   2025-04-03 19:50:27 - [ID=345] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 111 | Posição Esteira: 38 | Loja: 2 | Posição Esteira Loja: 39
[VENDIDO]   2025-04-03 19:50:27 - [ID=346] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 116 | Posição Esteira: 23 | Loja: 1 | Posição Esteira Loja: 13
[VENDIDO]   2025-04-03 19:50:27 - [ID=347] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 114 | Posição Esteira: 4 | Loja: 1 | Posição Esteira Loja: 34
[VENDIDO]   2025-04-03 19:50:27 - [ID=348] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 113 | Posição Esteira: 27 | Loja: 2 | Posição Esteira Loja: 20
[VENDIDO]   2025-04-03 19:50:27 - [ID=349] Sedan Tradicional Verde | Estação: 3 | Funcionário: 114 | Posição Esteira: 31 | Loja: 3 | Posição Esteira Loja: 6
[VENDIDO]   2025-04-03 19:50:27 - [ID=350] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 113 | Posição Esteira: 26 | Loja: 1 | Posição Esteira Loja: 32
[VENDIDO]   2025-04-03 19:50:27 - [ID=351] Utilitário Esportivo Vermelho | Estação: 4 | Funcionário: 117 | Posição Esteira: 28 | Loja: 2 | Posição Esteira Loja: 16
[VENDIDO]   2025-04-03 19:50:27 - [ID=352] Sedan Tradicional Azul | Estação: 4 | Funcionário: 115 | Posição Esteira: 29 | Loja: 2 | Posição Esteira Loja: 18
[VENDIDO]   2025-04-03 19:50:27 - [ID=353] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 110 | Posição Esteira: 31 | Loja: 1 | Posição Esteira Loja: 38
[VENDIDO]   2025-04-03 19:50:27 - [ID=354] Sedan Tradicional Verde | Estação: 1 | Funcionário: 115 | Posição Esteira: 22 | Loja: 3 | Posição Esteira Loja: 6
[VENDIDO]   2025-04-03 19:50:27 - [ID=355] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 114 | Posição Esteira: 26 | Loja: 2 | Posição Esteira Loja: 29
[VENDIDO]   2025-04-03 19:50:27 - [ID=356] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 113 | Posição Esteira: 18 | Loja: 2 | Posição Esteira Loja: 1
[VENDIDO]   2025-04-03 19:50:27 - [ID=357] Sedan Tradicional Azul | Estação: 2 | Funcionário: 120 | Posição Esteira: 2 | Loja: 3 | Posição Esteira Loja: 6
[VENDIDO]   2025-04-03 19:50:27 - [ID=358] Sedan Tradicional Azul | Estação: 3 | Funcionário: 105 | Posição Esteira: 25 | Loja: 1 | Posição Esteira Loja: 27
[VENDIDO]   2025-04-03 19:50:27 - [ID=359] Sedan Tradicional Verde | Estação: 2 | Funcionário: 106 | Posição Esteira: 5 | Loja: 1 | Posição Esteira Loja: 28
[VENDIDO]   2025-04-03 19:50:27 - [ID=360] Sedan Tradicional Azul | Estação: 2 | Funcionário: 110 | Posição Esteira: 34 | Loja: 3 | Posição Esteira Loja: 20
[VENDIDO]   2025-04-03 19:50:27 - [ID=361] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 109 | Posição Esteira: 23 | Loja: 3 | Posição Esteira Loja: 26
[VENDIDO]   2025-04-03 19:50:27 - [ID=362] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 103 | Posição Esteira: 14 | Loja: 3 | Posição Esteira Loja: 3
[VENDIDO]   2025-04-03 19:50:27 - [ID=363] Sedan Tradicional Verde | Estação: 2 | Funcionário: 105 | Posição Esteira: 27 | Loja: 1 | Posição Esteira Loja: 4
[VENDIDO]   2025-04-03 19:50:27 - [ID=364] Sedan Tradicional Verde | Estação: 2 | Funcionário: 109 | Posição Esteira: 28 | Loja: 1 | Posição Esteira Loja: 2
[VENDIDO]   2025-04-03 19:50:27 - [ID=365] Sedan Tradicional Azul | Estação: 4 | Funcionário: 109 | Posição Esteira: 24 | Loja: 1 | Posição Esteira Loja: 9
[VENDIDO]   2025-04-03 19:50:27 - [ID=366] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 106 | Posição Esteira: 18 | Loja: 1 | Posição Esteira Loja: 3
[VENDIDO]   2025-04-03 19:50:27 - [ID=367] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 108 | Posição Esteira: 4 | Loja: 3 | Posição Esteira Loja: 6
[VENDIDO]   2025-04-03 19:50:27 - [ID=368] Sedan Tradicional Verde | Estação: 4 | Funcionário: 110 | Posição Esteira: 29 | Loja: 1 | Posição Esteira Loja: 21
[VENDIDO]   2025-04-03 19:50:27 - [ID=369] Sedan Tradicional Verde | Estação: 1 | Funcionário: 106 | Posição Esteira: 17 | Loja: 1 | Posição Esteira Loja: 33
[VENDIDO]   2025-04-03 19:50:27 - [ID=370] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 118 | Posição Esteira: 17 | Loja: 2 | Posição Esteira Loja: 28
[VENDIDO]   2025-04-03 19:50:28 - [ID=371] Sedan Tradicional Verde | Estação: 1 | Funcionário: 106 | Posição Esteira: 1 | Loja: 2 | Posição Esteira Loja: 22
[VENDIDO]   2025-04-03 19:50:28 - [ID=372] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 115 | Posição Esteira: 12 | Loja: 2 | Posição Esteira Loja: 34
[VENDIDO]   2025-04-03 19:50:28 - [ID=373] Sedan Tradicional Verde | Estação: 4 | Funcionário: 114 | Posição Esteira: 0 | Loja: 2 | Posição Esteira Loja: 36
[VENDIDO]   2025-04-03 19:50:28 - [ID=374] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 119 | Posição Esteira: 8 | Loja: 1 | Posição Esteira Loja: 5
[VENDIDO]   2025-04-03 19:50:28 - [ID=375] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 112 | Posição Esteira: 30 | Loja: 1 | Posição Esteira Loja: 26
[VENDIDO]   2025-04-03 19:50:28 - [ID=376] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 119 | Posição Esteira: 27 | Loja: 3 | Posição Esteira Loja: 1
[VENDIDO]   2025-04-03 19:50:28 - [ID=377] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 110 | Posição Esteira: 4 | Loja: 3 | Posição Esteira Loja: 21
[VENDIDO]   2025-04-03 19:50:28 - [ID=378] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 119 | Posição Esteira: 8 | Loja: 1 | Posição Esteira Loja: 3
[VENDIDO]   2025-04-03 19:50:28 - [ID=379] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 110 | Posição Esteira: 10 | Loja: 2 | Posição Esteira Loja: 30
[VENDIDO]   2025-04-03 19:50:28 - [ID=380] Sedan Tradicional Vermelho | Estação: 4 | Funcionário: 104 | Posição Esteira: 28 | Loja: 2 | Posição Esteira Loja: 8
[VENDIDO]   2025-04-03 19:50:28 - [ID=381] Sedan Tradicional Vermelho | Estação: 4 | Funcionário: 111 | Posição Esteira: 26 | Loja: 3 | Posição Esteira Loja: 3
[VENDIDO]   2025-04-03 19:50:28 - [ID=382] Utilitário Esportivo Vermelho | Estação: 1 | Funcionário: 101 | Posição Esteira: 28 | Loja: 3 | Posição Esteira Loja: 7
[VENDIDO]   2025-04-03 19:50:28 - [ID=383] Sedan Tradicional Vermelho | Estação: 4 | Funcionário: 107 | Posição Esteira: 39 | Loja: 1 | Posição Esteira Loja: 2
[VENDIDO]   2025-04-03 19:50:28 - [ID=384] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 101 | Posição Esteira: 22 | Loja: 2 | Posição Esteira Loja: 9
[VENDIDO]   2025-04-03 19:50:28 - [ID=385] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 103 | Posição Esteira: 25 | Loja: 2 | Posição Esteira Loja: 15
[VENDIDO]   2025-04-03 19:50:28 - [ID=386] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 103 | Posição Esteira: 24 | Loja: 2 | Posição Esteira Loja: 12
[VENDIDO]   2025-04-03 19:50:28 - [ID=387] Sedan Tradicional Verde | Estação: 3 | Funcionário: 108 | Posição Esteira: 5 | Loja: 3 | Posição Esteira Loja: 34
[VENDIDO]   2025-04-03 19:50:28 - [ID=388] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 104 | Posição Esteira: 1 | Loja: 3 | Posição Esteira Loja: 30
[VENDIDO]   2025-04-03 19:50:28 - [ID=389] Utilitário Esportivo Vermelho | Estação: 4 | Funcionário: 102 | Posição Esteira: 23 | Loja: 3 | Posição Esteira Loja: 25
[VENDIDO]   2025-04-03 19:50:28 - [ID=390] Utilitário Esportivo Azul | Estação: 2 | Funcionário: 118 | Posição Esteira: 39 | Loja: 1 | Posição Esteira Loja: 4
[VENDIDO]   2025-04-03 19:50:28 - [ID=391] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 106 | Posição Esteira: 26 | Loja: 3 | Posição Esteira Loja: 28
[VENDIDO]   2025-04-03 19:50:28 - [ID=392] Sedan Tradicional Vermelho | Estação: 4 | Funcionário: 101 | Posição Esteira: 30 | Loja: 1 | Posição Esteira Loja: 13
[VENDIDO]   2025-04-03 19:50:28 - [ID=393] Utilitário Esportivo Vermelho | Estação: 4 | Funcionário: 103 | Posição Esteira: 28 | Loja: 2 | Posição Esteira Loja: 4
[VENDIDO]   2025-04-03 19:50:28 - [ID=394] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 114 | Posição Esteira: 24 | Loja: 1 | Posição Esteira Loja: 15
[VENDIDO]   2025-04-03 19:50:28 - [ID=395] Sedan Tradicional Verde | Estação: 2 | Funcionário: 114 | Posição Esteira: 29 | Loja: 1 | Posição Esteira Loja: 9
[VENDIDO]   2025-04-03 19:50:28 - [ID=396] Utilitário Esportivo Azul | Estação: 3 | Funcionário: 101 | Posição Esteira: 20 | Loja: 3 | Posição Esteira Loja: 37
[VENDIDO]   2025-04-03 19:50:28 - [ID=397] Utilitário Esportivo Verde | Estação: 4 | Funcionário: 118 | Posição Esteira: 36 | Loja: 2 | Posição Esteira Loja: 3
[VENDIDO]   2025-04-03 19:50:28 - [ID=398] Sedan Tradicional Azul | Estação: 4 | Funcionário: 105 | Posição Esteira: 30 | Loja: 3 | Posição Esteira Loja: 39
[VENDIDO]   2025-04-03 19:50:28 - [ID=399] Sedan Tradicional Azul | Estação: 4 | Funcionário: 115 | Posição Esteira: 32 | Loja: 2 | Posição Esteira Loja: 34
[VENDIDO]   2025-04-03 19:50:28 - [ID=400] Utilitário Esportivo Azul | Estação: 4 | Funcionário: 102 | Posição Esteira: 8 | Loja: 2 | Posição Esteira Loja: 28
[VENDIDO]   2025-04-03 19:50:28 - [ID=401] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 103 | Posição Esteira: 33 | Loja: 1 | Posição Esteira Loja: 27
[VENDIDO]   2025-04-03 19:50:28 - [ID=402] Sedan Tradicional Verde | Estação: 4 | Funcionário: 105 | Posição Esteira: 18 | Loja: 2 | Posição Esteira Loja: 1
[VENDIDO]   2025-04-03 19:50:28 - [ID=403] Sedan Tradicional Azul | Estação: 1 | Funcionário: 102 | Posição Esteira: 35 | Loja: 3 | Posição Esteira Loja: 34
[VENDIDO]   2025-04-03 19:50:28 - [ID=404] Utilitário Esportivo Verde | Estação: 4 | Funcionário: 111 | Posição Esteira: 12 | Loja: 2 | Posição Esteira Loja: 34
[VENDIDO]   2025-04-03 19:50:28 - [ID=405] Utilitário Esportivo Verde | Estação: 1 | Funcionário: 105 | Posição Esteira: 6 | Loja: 1 | Posição Esteira Loja: 39
[VENDIDO]   2025-04-03 19:50:28 - [ID=406] Sedan Tradicional Azul | Estação: 1 | Funcionário: 119 | Posição Esteira: 5 | Loja: 2 | Posição Esteira Loja: 36
[VENDIDO]   2025-04-03 19:50:28 - [ID=407] Sedan Tradicional Azul | Estação: 3 | Funcionário: 109 | Posição Esteira: 38 | Loja: 2 | Posição Esteira Loja: 12
[VENDIDO]   2025-04-03 19:50:28 - [ID=408] Utilitário Esportivo Verde | Estação: 2 | Funcionário: 113 | Posição Esteira: 34 | Loja: 1 | Posição Esteira Loja: 39
[VENDIDO]   2025-04-03 19:50:28 - [ID=409] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 102 | Posição Esteira: 24 | Loja: 1 | Posição Esteira Loja: 11
[VENDIDO]   2025-04-03 19:50:28 - [ID=410] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 104 | Posição Esteira: 14 | Loja: 2 | Posição Esteira Loja: 31
[VENDIDO]   2025-04-03 19:50:28 - [ID=411] Sedan Tradicional Verde | Estação: 3 | Funcionário: 107 | Posição Esteira: 23 | Loja: 3 | Posição Esteira Loja: 19
[VENDIDO]   2025-04-03 19:50:28 - [ID=412] Utilitário Esportivo Vermelho | Estação: 4 | Funcionário: 119 | Posição Esteira: 14 | Loja: 3 | Posição Esteira Loja: 29
[VENDIDO]   2025-04-03 19:50:28 - [ID=413] Utilitário Esportivo Azul | Estação: 4 | Funcionário: 115 | Posição Esteira: 38 | Loja: 2 | Posição Esteira Loja: 1
[VENDIDO]   2025-04-03 19:50:28 - [ID=414] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 114 | Posição Esteira: 29 | Loja: 3 | Posição Esteira Loja: 2
[VENDIDO]   2025-04-03 19:50:28 - [ID=415] Sedan Tradicional Vermelho | Estação: 3 | Funcionário: 108 | Posição Esteira: 10 | Loja: 1 | Posição Esteira Loja: 30
[VENDIDO]   2025-04-03 19:50:28 - [ID=416] Sedan Tradicional Azul | Estação: 2 | Funcionário: 119 | Posição Esteira: 29 | Loja: 1 | Posição Esteira Loja: 10
[VENDIDO]   2025-04-03 19:50:28 - [ID=417] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 112 | Posição Esteira: 16 | Loja: 3 | Posição Esteira Loja: 0
[VENDIDO]   2025-04-03 19:50:28 - [ID=418] Utilitário Esportivo Azul | Estação: 4 | Funcionário: 120 | Posição Esteira: 35 | Loja: 2 | Posição Esteira Loja: 36
[VENDIDO]   2025-04-03 19:50:28 - [ID=419] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 106 | Posição Esteira: 38 | Loja: 1 | Posição Esteira Loja: 6
[VENDIDO]   2025-04-03 19:50:28 - [ID=420] Sedan Tradicional Azul | Estação: 4 | Funcionário: 107 | Posição Esteira: 30 | Loja: 1 | Posição Esteira Loja: 5
[VENDIDO]   2025-04-03 19:50:28 - [ID=421] Sedan Tradicional Verde | Estação: 4 | Funcionário: 105 | Posição Esteira: 29 | Loja: 1 | Posição Esteira Loja: 27
[VENDIDO]   2025-04-03 19:50:28 - [ID=422] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 106 | Posição Esteira: 31 | Loja: 1 | Posição Esteira Loja: 20
[VENDIDO]   2025-04-03 19:50:28 - [ID=423] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 107 | Posição Esteira: 4 | Loja: 2 | Posição Esteira Loja: 7
[VENDIDO]   2025-04-03 19:50:28 - [ID=424] Sedan Tradicional Verde | Estação: 4 | Funcionário: 104 | Posição Esteira: 35 | Loja: 3 | Posição Esteira Loja: 11
[VENDIDO]   2025-04-03 19:50:28 - [ID=425] Sedan Tradicional Vermelho | Estação: 2 | Funcionário: 116 | Posição Esteira: 6 | Loja: 1 | Posição Esteira Loja: 30
[VENDIDO]   2025-04-03 19:50:28 - [ID=426] Sedan Tradicional Verde | Estação: 3 | Funcionário: 112 | Posição Esteira: 39 | Loja: 3 | Posição Esteira Loja: 31
[VENDIDO]   2025-04-03 19:50:28 - [ID=427] Utilitário Esportivo Azul | Estação: 1 | Funcionário: 114 | Posição Esteira: 35 | Loja: 2 | Posição Esteira Loja: 28
[VENDIDO]   2025-04-03 19:50:28 - [ID=428] Utilitário Esportivo Verde | Estação: 3 | Funcionário: 103 | Posição Esteira: 20 | Loja: 2 | Posição Esteira Loja: 6
[VENDIDO]   2025-04-03 19:50:28 - [ID=429] Utilitário Esportivo Verde | Estação: 4 | Funcionário: 120 | Posição Esteira: 23 | Loja: 3 | Posição Esteira Loja: 3
[VENDIDO]   2025-04-03 19:50:28 - [ID=430] Sedan Tradicional Vermelho | Estação: 4 | Funcionário: 120 | Posição Esteira: 24 | Loja: 3 | Posição Esteira Loja: 36
[VENDIDO]   2025-04-03 19:50:28 - [ID=431] Utilitário Esportivo Vermelho | Estação: 3 | Funcionário: 117 | Posição Esteira: 16 | Loja: 2 | Posição Esteira Loja: 31
[VENDIDO]   2025-04-03 19:50:28 - [ID=432] Sedan Tradicional Vermelho | Estação: 1 | Funcionário: 113 | Posição Esteira: 32 | Loja: 3 | Posição Esteira Loja: 17
[VENDIDO]   2025-04-03 19:50:28 - [ID=433] Utilitário Esportivo Verde | Estação: 4 | Funcionário: 111 | Posição Esteira: 13 | Loja: 2 | Posição Esteira Loja: 3
[VENDIDO]   2025-04-03 19:50:28 - [ID=434] Sedan Tradicional Verde | Estação: 1 | Funcionário: 111 | Posição Esteira: 10 | Loja: 2 | Posição Esteira Loja: 39
[VENDIDO]   2025-04-03 19:50:28 - [ID=435] Utilitário Esportivo Vermelho | Estação: 2 | Funcionário: 117 | Posição Esteira: 26 | Loja: 1 | Posição Esteira Loja: 12
[VENDIDO]   2025-04-03 19:50:29 - [ID=436] Sedan Tradicional Azul | Estação: 1 | Funcionário: 112 | Posição Esteira: 16 | Loja: 2 | Posição Esteira Loja: 20
